Station2,date,Sample Type,Field Specific Conductivity,Date,Parameter,Units,Qualifier,Result
M02-032-1,45469.44027777778,Total,3122,NA,Thallium,ug/L,<,0.1
SC1-2,45469.40347222222,Total,9238,NA,Thallium,ug/L,<,0.1
M02-085-1 (M02P06),45469.470833333333,Total,6689,NA,Thallium,ug/L,NA,0.2
M02-085-2,45469.445138888892,Total,2401,NA,Thallium,ug/L,<,0.1
M01-042-1 (M01S01),45469.380555555559,Dissolved,NA,NA,Thallium,ug/L,<,0.1
M02-032-1,45469.44027777778,Dissolved,NA,NA,Thallium,ug/L,<,0.1
SC1-2,45469.40347222222,Dissolved,NA,NA,Thallium,ug/L,<,0.1
M02-085-1 (M02P06),45469.470833333333,Dissolved,NA,NA,Thallium,ug/L,<,0.1
M02-085-2,45469.445138888892,Dissolved,NA,NA,Thallium,ug/L,<,0.1
K01-12126-1 (K01S01),45510.38958333333,Total,-99,NA,Thallium,ug/L,<,0.1
K01-12126-1 (K01S01),45510.38958333333,Dissolved,NA,NA,Thallium,ug/L,<,0.1
J01-10004-1 (J01P01),45496.430555555555,Total,2310,NA,Thallium,ug/L,<,0.1
J01-10004-1 (J01P01),45496.430555555555,Dissolved,NA,NA,Thallium,ug/L,<,0.1
L04-672-1,45496.382638888892,Total,3334,NA,Thallium,ug/L,<,0.1
L04-266-5,45496.334722222222,Total,2634,NA,Thallium,ug/L,<,0.1
L04-672-1,45496.382638888892,Dissolved,NA,NA,Thallium,ug/L,<,0.1
L04-266-5,45496.334722222222,Dissolved,NA,NA,Thallium,ug/L,<,0.1
L03-662-3 (L03P16),45498.354166666664,Total,1922,NA,Thallium,ug/L,<,0.1
L03-214-2 (L03P18),45498.394444444442,Total,3250,NA,Thallium,ug/L,<,0.1
L03-316-3 (L03P12),45498.435416666667,Total,4332,NA,Thallium,ug/L,<,0.1
L03-662-3 (L03P16),45498.354166666664,Dissolved,NA,NA,Thallium,ug/L,<,0.1
L03-214-2 (L03P18),45498.394444444442,Dissolved,NA,NA,Thallium,ug/L,<,0.1
L03-316-3 (L03P12),45498.435416666667,Dissolved,NA,NA,Thallium,ug/L,<,0.1
L03-418-8,45503.387499999997,Total,2938.26,NA,Thallium,ug/L,<,0.1
K01-12177-1 (K01P07),45503.42083333333,Total,4080,NA,Thallium,ug/L,<,0.1
J03-9221-1 (J03P02),45503.461111111108,Total,5269,NA,Thallium,ug/L,<,0.1
J01-9224-1 (J01P24),45503.459722222222,Total,3616,NA,Thallium,ug/L,<,0.1
J01-9224-2 (J01P25),45503.488888888889,Total,2028,NA,Thallium,ug/L,<,0.1
L03-418-8,45503.387499999997,Dissolved,NA,NA,Thallium,ug/L,<,0.1
K01-12177-1 (K01P07),45503.42083333333,Dissolved,NA,NA,Thallium,ug/L,<,0.1
J03-9221-1 (J03P02),45503.461111111108,Dissolved,NA,NA,Thallium,ug/L,<,0.1
J01-9224-1 (J01P24),45503.459722222222,Dissolved,NA,NA,Thallium,ug/L,<,0.1
J01-9224-2 (J01P25),45503.488888888889,Dissolved,NA,NA,Thallium,ug/L,<,0.1
L01-404-1,45503.368750000001,Total,1918,NA,Thallium,ug/L,<,0.1
L01-340-1,45503.408333333333,Total,1665,NA,Thallium,ug/L,<,0.1
L05-489-3,45503.418055555558,Total,3334,NA,Thallium,ug/L,<,0.1
L05-049-1,45503.418055555558,Total,3848,NA,Thallium,ug/L,<,0.1
L02-374-1 (L02P50),45503.427083333336,Total,2717,NA,Thallium,ug/L,<,0.1
L01-404-1,45503.368750000001,Dissolved,NA,NA,Thallium,ug/L,<,0.1
L01-340-1,45503.408333333333,Dissolved,NA,NA,Thallium,ug/L,<,0.1
L05-489-3,45503.418055555558,Dissolved,NA,NA,Thallium,ug/L,<,0.1
L05-049-1,45503.418055555558,Dissolved,NA,NA,Thallium,ug/L,<,0.1
L02-374-1 (L02P50),45503.427083333336,Dissolved,NA,NA,Thallium,ug/L,<,0.1
J01-9082-2,45504.386805555558,Total,1270,NA,Thallium,ug/L,<,0.1
J06-9079-1 (J06P03),45504.440972222219,Total,2692,NA,Thallium,ug/L,<,0.1
J06-10011-1 (J06P01),45504.466666666667,Total,3855,NA,Thallium,ug/L,<,0.1
J01-9082-2,45504.386805555558,Dissolved,NA,NA,Thallium,ug/L,<,0.1
J06-9079-1 (J06P03),45504.440972222219,Dissolved,NA,NA,Thallium,ug/L,<,0.1
J06-10011-1 (J06P01),45504.466666666667,Dissolved,NA,NA,Thallium,ug/L,<,0.1
J01-9992-1 (J01P27),45510.415277777778,Total,3964,NA,Thallium,ug/L,<,0.1
J01-9131-1 (J01P28),45510.375,Total,2381,NA,Thallium,ug/L,<,0.1
J01-9007-1 (J02P05),45510.459722222222,Total,3252,NA,Thallium,ug/L,<,0.1
J01-9992-1 (J01P27),45510.415277777778,Dissolved,NA,NA,Thallium,ug/L,<,0.1
J01-9131-1 (J01P28),45510.375,Dissolved,NA,NA,Thallium,ug/L,<,0.1
J01-9007-1 (J02P05),45510.459722222222,Dissolved,NA,NA,Thallium,ug/L,<,0.1
L01-726-5,45510.375,Total,5625,NA,Thallium,ug/L,<,0.1
L01-728-5 (L01-DP),45510.42083333333,Total,2634,NA,Thallium,ug/L,<,0.1
K01-12159-3,45510.425000000003,Total,-99,NA,Thallium,ug/L,<,0.1
K01-12159-2,45510.451388888891,Total,7455,NA,Thallium,ug/L,<,0.1
L01-726-5,45510.375,Dissolved,NA,NA,Thallium,ug/L,<,0.1
L01-728-5 (L01-DP),45510.42083333333,Dissolved,NA,NA,Thallium,ug/L,<,0.1
K01-12159-3,45510.425000000003,Dissolved,NA,NA,Thallium,ug/L,<,0.1
K01-12159-2,45510.451388888891,Dissolved,NA,NA,Thallium,ug/L,<,0.1
I01-11010-1,45512.409722222219,Total,8356,NA,Thallium,ug/L,<,0.1
I00-11437-1,45512.37777777778,Total,10154,NA,Thallium,ug/L,<,0.1
I01-11010-1,45512.409722222219,Dissolved,NA,NA,Thallium,ug/L,<,0.1
I00-11437-1,45512.37777777778,Dissolved,NA,NA,Thallium,ug/L,<,0.1
L02-246-1 (L11P01),45517.459027777775,Total,1780,NA,Thallium,ug/L,<,0.1
L02-641-1,45517.372916666667,Total,1339,NA,Thallium,ug/L,<,0.1
L02-641-2,45517.369444444441,Total,1569,NA,Thallium,ug/L,<,0.1
L01-731-1 (L08TBN2),45517.418749999997,Total,2730,NA,Thallium,ug/L,<,0.1
L02-166-3 (L02P26),45517.427777777775,Total,2011,NA,Thallium,ug/L,<,0.1
L02-246-1 (L11P01),45517.372916666667,Dissolved,NA,NA,Thallium,ug/L,<,0.1
L02-641-1,45517.372916666667,Dissolved,NA,NA,Thallium,ug/L,<,0.1
L02-641-2,45517.369444444441,Dissolved,NA,NA,Thallium,ug/L,<,0.1
L01-731-1 (L08TBN2),45517.418749999997,Dissolved,NA,NA,Thallium,ug/L,<,0.1
L02-166-3 (L02P26),45517.427777777775,Dissolved,NA,NA,Thallium,ug/L,<,0.1
M01-042-1 (M01S01),45518.371527777781,Total,5832,NA,Thallium,ug/L,<,0.1
M02-032-1,45518.456944444442,Total,2404,NA,Thallium,ug/L,<,0.1
SC1-2,45518.386111111111,Total,6253,NA,Thallium,ug/L,<,0.1
M02-085-1 (M02P06),45518.417361111111,Total,6945,NA,Thallium,ug/L,NA,0.22
M02-085-2,45518.413194444445,Total,2126,NA,Thallium,ug/L,<,0.1
M01-042-1 (M01S01),45518.371527777781,Dissolved,NA,NA,Thallium,ug/L,<,0.1
M02-032-1,45518.456944444442,Dissolved,NA,NA,Thallium,ug/L,<,0.1
SC1-2,45518.386111111111,Dissolved,NA,NA,Thallium,ug/L,<,0.1
M02-085-1 (M02P06),45518.417361111111,Dissolved,NA,NA,Thallium,ug/L,NA,0.2
M02-085-2,45518.413194444445,Dissolved,NA,NA,Thallium,ug/L,<,0.1
L05-503-1,45519.39166666667,Total,2350,NA,Thallium,ug/L,<,0.1
L01-724-4 (L01P03),45519.430555555555,Total,1960,NA,Thallium,ug/L,<,0.1
L01-724-1 (L01S01),45519.46597222222,Total,5505,NA,Thallium,ug/L,<,0.1
L05-503-1,45519.39166666667,Dissolved,NA,NA,Thallium,ug/L,<,0.1
L01-724-4 (L01P03),45519.430555555555,Dissolved,NA,NA,Thallium,ug/L,<,0.1
L01-724-1 (L01S01),45519.46597222222,Dissolved,NA,NA,Thallium,ug/L,<,0.1
K01-12126-1 (K01S01),45531.354166666664,Total,5380,NA,Thallium,ug/L,<,0.1
K01-12126-1 (K01S01),45531.354166666664,Dissolved,NA,NA,Thallium,ug/L,<,0.1
L04-672-1,45427.383333333331,Total,3943,NA,TOC,mg/L,NA,9
L04-266-5,45427.343055555553,Total,3408,NA,TOC,mg/L,NA,5.3
J01-10004-1 (J01P01),45427.4,Total,2150,NA,TOC,mg/L,NA,11
L03-662-3 (L03P16),45428.369444444441,Total,2015,NA,TOC,mg/L,NA,16
L03-214-2 (L03P18),45428.402083333334,Total,2443,NA,TOC,mg/L,NA,14
L03-316-3 (L03P12),45428.447222222225,Total,5117,NA,TOC,mg/L,NA,6.7
L01-404-1,45433.34375,Total,1915,NA,TOC,mg/L,NA,7.8
L01-340-1,45433.381944444445,Total,1636,NA,TOC,mg/L,NA,6
L05-489-3,45433.376388888886,Total,3415,NA,TOC,mg/L,NA,11
L05-049-1,45433.417361111111,Total,3825,NA,TOC,mg/L,NA,11
L02-374-1 (L02P50),45433.424305555556,Total,2874,NA,TOC,mg/L,NA,7.2
L03-418-8,45434.432638888888,Total,2875,NA,TOC,mg/L,NA,4.8
K01-12177-1 (K01P07),45434.42083333333,Total,2719,NA,TOC,mg/L,NA,4.8
J03-9221-1 (J03P02),45434.455555555556,Total,5983,NA,TOC,mg/L,NA,7.7
J01-9224-1 (J01P24),45434.377083333333,Total,3753,NA,TOC,mg/L,NA,3.3
J01-9224-2 (J01P25),45434.34375,Total,2683,NA,TOC,mg/L,NA,2.1
J01-9992-1 (J01P27),45441.401388888888,Total,4415,NA,TOC,mg/L,NA,5.2
J01-9131-1 (J01P28),45441.38958333333,Total,3079,NA,TOC,mg/L,NA,8.1
J01-9007-1 (J02P05),45441.447222222225,Total,3350,NA,TOC,mg/L,NA,8.4
J06-9079-1 (J06P03),45441.42083333333,Total,2776.69,NA,TOC,mg/L,NA,6
J06-10011-1 (J06P01),45441.447222222225,Total,3448.62,NA,TOC,mg/L,NA,3.4
J01-9082-2,45441.487500000003,Total,1287.87,NA,TOC,mg/L,NA,3.7
L01-726-5,45455.361111111109,Total,3953,NA,TOC,mg/L,NA,4.8
L01-728-5 (L01-DP),45455.4,Total,2015,NA,TOC,mg/L,NA,6.9
K01-12159-2,45455.37222222222,Total,5213,NA,TOC,mg/L,NA,9.3
K01-12159-3,45455.365277777775,Total,4828,NA,TOC,mg/L,NA,7.4
I01-11010-1,45461.415972222225,Total,7938,NA,TOC,mg/L,NA,3.4
I00-11437-1,45461.372916666667,Total,9394,NA,TOC,mg/L,NA,6
L02-246-1 (L11P01),45462.494444444441,Total,1599,NA,TOC,mg/L,NA,5
L02-641-1,45462.348611111112,Total,1216,NA,TOC,mg/L,NA,11
L02-641-2,45462.361111111109,Total,1288,NA,TOC,mg/L,NA,6.1
L01-731-1 (L08TBN2),45462.433333333334,Total,3226,NA,TOC,mg/L,NA,10
L02-166-3 (L02P26),45462.390972222223,Total,1778,NA,TOC,mg/L,NA,8.8
L05-503-1,45468.388888888891,Total,3088,NA,TOC,mg/L,NA,9.2
L01-724-4 (L01P03),45468.438194444447,Total,3793,NA,TOC,mg/L,NA,5.8
L01-724-1 (L01S01),45468.464583333334,Total,4689,NA,TOC,mg/L,NA,7.6
M01-042-1 (M01S01),45469.380555555559,Total,4667,NA,TOC,mg/L,NA,13
M02-032-1,45469.44027777778,Total,3122,NA,TOC,mg/L,NA,12
SC1-2,45469.40347222222,Total,9238,NA,TOC,mg/L,NA,12
M02-085-1 (M02P06),45469.470833333333,Total,6689,NA,TOC,mg/L,NA,17
M02-085-2,45469.445138888892,Total,2401,NA,TOC,mg/L,NA,12
K01-12126-1 (K01S01),45510.38958333333,Total,-99,NA,TOC,mg/L,NA,13
J01-10004-1 (J01P01),45496.430555555555,Total,2310,NA,TOC,mg/L,NA,7.2
L04-672-1,45496.382638888892,Total,3334,NA,TOC,mg/L,NA,4.8
L04-266-5,45496.334722222222,Total,2634,NA,TOC,mg/L,NA,6.6
L03-662-3 (L03P16),45498.354166666664,Total,1922,NA,TOC,mg/L,NA,11
L03-214-2 (L03P18),45498.394444444442,Total,3250,NA,TOC,mg/L,NA,11
L03-316-3 (L03P12),45498.435416666667,Total,4332,NA,TOC,mg/L,NA,11
L03-418-8,45503.387499999997,Total,2938.26,NA,TOC,mg/L,NA,5.5
K01-12177-1 (K01P07),45503.42083333333,Total,4080,NA,TOC,mg/L,NA,6.1
J03-9221-1 (J03P02),45503.461111111108,Total,5269,NA,TOC,mg/L,NA,6.7
J01-9224-1 (J01P24),45503.459722222222,Total,3616,NA,TOC,mg/L,NA,3.4
J01-9224-2 (J01P25),45503.488888888889,Total,2028,NA,TOC,mg/L,NA,1.6
L01-404-1,45503.368750000001,Total,1918,NA,TOC,mg/L,NA,7.6
L01-340-1,45503.408333333333,Total,1665,NA,TOC,mg/L,NA,6.4
L05-489-3,45503.418055555558,Total,3334,NA,TOC,mg/L,NA,11
L05-049-1,45503.418055555558,Total,3848,NA,TOC,mg/L,NA,11
L02-374-1 (L02P50),45503.427083333336,Total,2717,NA,TOC,mg/L,NA,9.1
J01-9082-2,45504.386805555558,Total,1270,NA,TOC,mg/L,NA,3.4
J06-9079-1 (J06P03),45504.440972222219,Total,2692,NA,TOC,mg/L,NA,5.3
J06-10011-1 (J06P01),45504.466666666667,Total,3855,NA,TOC,mg/L,NA,3.2
J01-9992-1 (J01P27),45510.415277777778,Total,3964,NA,TOC,mg/L,NA,7.3
J01-9131-1 (J01P28),45510.375,Total,2381,NA,TOC,mg/L,NA,11
J01-9007-1 (J02P05),45510.459722222222,Total,3252,NA,TOC,mg/L,NA,5.8
L01-726-5,45510.375,Total,5625,NA,TOC,mg/L,NA,4
L01-728-5 (L01-DP),45510.42083333333,Total,2634,NA,TOC,mg/L,NA,11
K01-12159-3,45510.425000000003,Total,-99,NA,TOC,mg/L,NA,10
K01-12159-2,45510.451388888891,Total,7455,NA,TOC,mg/L,NA,9.6
I01-11010-1,45512.409722222219,Total,8356,NA,TOC,mg/L,NA,3.2
I00-11437-1,45512.37777777778,Total,10154,NA,TOC,mg/L,NA,5.8
L02-246-1 (L11P01),45517.459027777775,Total,1780,NA,TOC,mg/L,NA,9.4
L02-641-1,45517.372916666667,Total,1339,NA,TOC,mg/L,NA,2.5
L02-641-2,45517.369444444441,Total,1569,NA,TOC,mg/L,NA,8.5
L01-731-1 (L08TBN2),45517.418749999997,Total,2730,NA,TOC,mg/L,NA,8.1
L02-166-3 (L02P26),45517.427777777775,Total,2011,NA,TOC,mg/L,NA,4.3
M01-042-1 (M01S01),45518.371527777781,Total,5832,NA,TOC,mg/L,NA,11
M02-032-1,45518.456944444442,Total,2404,NA,TOC,mg/L,NA,12
SC1-2,45518.386111111111,Total,6253,NA,TOC,mg/L,NA,12
M02-085-1 (M02P06),45518.417361111111,Total,6945,NA,TOC,mg/L,NA,18
M02-085-2,45518.413194444445,Total,2126,NA,TOC,mg/L,NA,11
L05-503-1,45519.39166666667,Total,2350,NA,TOC,mg/L,NA,5.1
L01-724-4 (L01P03),45519.430555555555,Total,1960,NA,TOC,mg/L,NA,3.2
L01-724-1 (L01S01),45519.46597222222,Total,5505,NA,TOC,mg/L,NA,8.7
K01-12126-1 (K01S01),45531.354166666664,Total,5380,NA,TOC,mg/L,NA,10
L04-672-1,45427.383333333331,Total,3943,NA,Tokuthion,ng/L,<,3
L04-266-5,45427.343055555553,Total,3408,NA,Tokuthion,ng/L,<,3
J01-10004-1 (J01P01),45427.4,Total,2150,NA,Tokuthion,ng/L,<,3
L03-662-3 (L03P16),45428.369444444441,Total,2015,NA,Tokuthion,ng/L,<,3
L03-214-2 (L03P18),45428.402083333334,Total,2443,NA,Tokuthion,ng/L,<,3
L03-316-3 (L03P12),45428.447222222225,Total,5117,NA,Tokuthion,ng/L,<,3
L01-404-1,45433.34375,Total,1915,NA,Tokuthion,ng/L,<,3
L01-340-1,45433.381944444445,Total,1636,NA,Tokuthion,ng/L,<,3
L05-489-3,45433.376388888886,Total,3415,NA,Tokuthion,ng/L,<,3
L05-049-1,45433.417361111111,Total,3825,NA,Tokuthion,ng/L,<,3
L02-374-1 (L02P50),45433.424305555556,Total,2874,NA,Tokuthion,ng/L,<,3
L03-418-8,45434.432638888888,Total,2875,NA,Tokuthion,ng/L,<,3
K01-12177-1 (K01P07),45434.42083333333,Total,2719,NA,Tokuthion,ng/L,<,3
J03-9221-1 (J03P02),45434.455555555556,Total,5983,NA,Tokuthion,ng/L,<,3
J01-9224-1 (J01P24),45434.377083333333,Total,3753,NA,Tokuthion,ng/L,<,3
J01-9224-2 (J01P25),45434.34375,Total,2683,NA,Tokuthion,ng/L,<,3
J01-9992-1 (J01P27),45441.401388888888,Total,4415,NA,Tokuthion,ng/L,<,3
J01-9131-1 (J01P28),45441.38958333333,Total,3079,NA,Tokuthion,ng/L,<,3
J01-9007-1 (J02P05),45441.447222222225,Total,3350,NA,Tokuthion,ng/L,<,3
J06-9079-1 (J06P03),45441.42083333333,Total,2776.69,NA,Tokuthion,ng/L,<,3
J06-10011-1 (J06P01),45441.447222222225,Total,3448.62,NA,Tokuthion,ng/L,<,3
J01-9082-2,45441.487500000003,Total,1287.87,NA,Tokuthion,ng/L,<,3
L01-726-5,45455.361111111109,Total,3953,NA,Tokuthion,ng/L,<,3
L01-728-5 (L01-DP),45455.4,Total,2015,NA,Tokuthion,ng/L,<,3
K01-12159-2,45455.37222222222,Total,5213,NA,Tokuthion,ng/L,<,3
K01-12159-3,45455.365277777775,Total,4828,NA,Tokuthion,ng/L,<,3
I01-11010-1,45461.415972222225,Total,7938,NA,Tokuthion,ng/L,<,3
I00-11437-1,45461.372916666667,Total,9394,NA,Tokuthion,ng/L,<,3
L02-246-1 (L11P01),45462.494444444441,Total,1599,NA,Tokuthion,ng/L,<,3
L02-641-1,45462.348611111112,Total,1216,NA,Tokuthion,ng/L,<,3
L02-641-2,45462.361111111109,Total,1288,NA,Tokuthion,ng/L,<,3
L01-731-1 (L08TBN2),45462.433333333334,Total,3226,NA,Tokuthion,ng/L,<,3
L02-166-3 (L02P26),45462.390972222223,Total,1778,NA,Tokuthion,ng/L,<,3
L05-503-1,45468.388888888891,Total,3088,NA,Tokuthion,ng/L,<,3
L01-724-4 (L01P03),45468.438194444447,Total,3793,NA,Tokuthion,ng/L,<,3
L01-724-1 (L01S01),45468.464583333334,Total,4689,NA,Tokuthion,ng/L,<,3
M01-042-1 (M01S01),45469.380555555559,Total,4667,NA,Tokuthion,ng/L,<,3
M02-032-1,45469.44027777778,Total,3122,NA,Tokuthion,ng/L,<,3
SC1-2,45469.40347222222,Total,9238,NA,Tokuthion,ng/L,<,3
M02-085-1 (M02P06),45469.470833333333,Total,6689,NA,Tokuthion,ng/L,<,3
M02-085-2,45469.445138888892,Total,2401,NA,Tokuthion,ng/L,<,3
K01-12126-1 (K01S01),45510.38958333333,Total,-99,NA,Tokuthion,ng/L,<,3
J01-10004-1 (J01P01),45496.430555555555,Total,2310,NA,Tokuthion,ng/L,<,3
L04-672-1,45496.382638888892,Total,3334,NA,Tokuthion,ng/L,<,3
L04-266-5,45496.334722222222,Total,2634,NA,Tokuthion,ng/L,<,3
L03-662-3 (L03P16),45498.354166666664,Total,1922,NA,Tokuthion,ng/L,<,3
L03-214-2 (L03P18),45498.394444444442,Total,3250,NA,Tokuthion,ng/L,<,3
L03-316-3 (L03P12),45498.435416666667,Total,4332,NA,Tokuthion,ng/L,<,3
L03-418-8,45503.387499999997,Total,2938.26,NA,Tokuthion,ng/L,<,3
K01-12177-1 (K01P07),45503.42083333333,Total,4080,NA,Tokuthion,ng/L,<,3
J03-9221-1 (J03P02),45503.461111111108,Total,5269,NA,Tokuthion,ng/L,<,3
J01-9224-1 (J01P24),45503.459722222222,Total,3616,NA,Tokuthion,ng/L,<,3
J01-9224-2 (J01P25),45503.488888888889,Total,2028,NA,Tokuthion,ng/L,<,3
L01-404-1,45503.368750000001,Total,1918,NA,Tokuthion,ng/L,<,3
L01-340-1,45503.408333333333,Total,1665,NA,Tokuthion,ng/L,<,3
L05-489-3,45503.418055555558,Total,3334,NA,Tokuthion,ng/L,<,3
L05-049-1,45503.418055555558,Total,3848,NA,Tokuthion,ng/L,<,3
L02-374-1 (L02P50),45503.427083333336,Total,2717,NA,Tokuthion,ng/L,<,3
J01-9082-2,45504.386805555558,Total,1270,NA,Tokuthion,ng/L,<,3
J06-9079-1 (J06P03),45504.440972222219,Total,2692,NA,Tokuthion,ng/L,<,3
J06-10011-1 (J06P01),45504.466666666667,Total,3855,NA,Tokuthion,ng/L,<,3
J01-9992-1 (J01P27),45510.415277777778,Total,3964,NA,Tokuthion,ng/L,<,3
J01-9131-1 (J01P28),45510.375,Total,2381,NA,Tokuthion,ng/L,<,3
J01-9007-1 (J02P05),45510.459722222222,Total,3252,NA,Tokuthion,ng/L,<,3
L01-726-5,45510.375,Total,5625,NA,Tokuthion,ng/L,<,3
L01-728-5 (L01-DP),45510.42083333333,Total,2634,NA,Tokuthion,ng/L,<,3
K01-12159-3,45510.425000000003,Total,-99,NA,Tokuthion,ng/L,<,3
K01-12159-2,45510.451388888891,Total,7455,NA,Tokuthion,ng/L,<,3
I01-11010-1,45512.409722222219,Total,8356,NA,Tokuthion,ng/L,<,3
I00-11437-1,45512.37777777778,Total,10154,NA,Tokuthion,ng/L,<,3
L02-246-1 (L11P01),45517.459027777775,Total,1780,NA,Tokuthion,ng/L,<,3
L02-641-1,45517.372916666667,Total,1339,NA,Tokuthion,ng/L,<,3
L02-641-2,45517.369444444441,Total,1569,NA,Tokuthion,ng/L,<,3
L01-731-1 (L08TBN2),45517.418749999997,Total,2730,NA,Tokuthion,ng/L,<,3
L02-166-3 (L02P26),45517.427777777775,Total,2011,NA,Tokuthion,ng/L,<,3
M01-042-1 (M01S01),45518.371527777781,Total,5832,NA,Tokuthion,ng/L,<,3
M02-032-1,45518.456944444442,Total,2404,NA,Tokuthion,ng/L,<,3
SC1-2,45518.386111111111,Total,6253,NA,Tokuthion,ng/L,<,3
M02-085-1 (M02P06),45518.417361111111,Total,6945,NA,Tokuthion,ng/L,<,3
M02-085-2,45518.413194444445,Total,2126,NA,Tokuthion,ng/L,<,3
L05-503-1,45519.39166666667,Total,2350,NA,Tokuthion,ng/L,<,3
L01-724-4 (L01P03),45519.430555555555,Total,1960,NA,Tokuthion,ng/L,<,3
L01-724-1 (L01S01),45519.46597222222,Total,5505,NA,Tokuthion,ng/L,<,3
K01-12126-1 (K01S01),45531.354166666664,Total,5380,NA,Tokuthion,ng/L,<,3
L04-672-1,45427.383333333331,Total,3943,NA,Total Coliform,CFU/100 mL,>=,34000
L04-266-5,45427.343055555553,Total,3408,NA,Total Coliform,CFU/100 mL,>=,5400
J01-10004-1 (J01P01),45427.4,Total,2150,NA,Total Coliform,CFU/100 mL,>=,41000
L03-662-3 (L03P16),45428.369444444441,Total,2015,NA,Total Coliform,CFU/100 mL,>=,80000
L03-214-2 (L03P18),45428.402083333334,Total,2443,NA,Total Coliform,CFU/100 mL,>=,47000
L03-316-3 (L03P12),45428.447222222225,Total,5117,NA,Total Coliform,CFU/100 mL,>=,12000
L01-404-1,45433.34375,Total,1915,NA,Total Coliform,CFU/100 mL,NA,32000
L01-340-1,45433.381944444445,Total,1636,NA,Total Coliform,CFU/100 mL,>=,15000
L05-489-3,45433.376388888886,Total,3415,NA,Total Coliform,CFU/100 mL,>=,29000
L05-049-1,45433.417361111111,Total,3825,NA,Total Coliform,CFU/100 mL,NA,25000
L02-374-1 (L02P50),45433.424305555556,Total,2874,NA,Total Coliform,CFU/100 mL,NA,30000
L03-418-8,45434.432638888888,Total,2875,NA,Total Coliform,CFU/100 mL,>=,7200
K01-12177-1 (K01P07),45434.42083333333,Total,2719,NA,Total Coliform,CFU/100 mL,>=,15000
J03-9221-1 (J03P02),45434.455555555556,Total,5983,NA,Total Coliform,CFU/100 mL,NA,68000
J01-9224-1 (J01P24),45434.377083333333,Total,3753,NA,Total Coliform,CFU/100 mL,>=,690
J01-9224-2 (J01P25),45434.34375,Total,2683,NA,Total Coliform,CFU/100 mL,NA,5400
J01-9992-1 (J01P27),45441.401388888888,Total,4415,NA,Total Coliform,CFU/100 mL,>=,42000
J01-9131-1 (J01P28),45441.38958333333,Total,3079,NA,Total Coliform,CFU/100 mL,NA,54000
J01-9007-1 (J02P05),45441.447222222225,Total,3350,NA,Total Coliform,CFU/100 mL,>=,123000
J06-9079-1 (J06P03),45441.42083333333,Total,2776.69,NA,Total Coliform,CFU/100 mL,>=,33000
J06-10011-1 (J06P01),45441.447222222225,Total,3448.62,NA,Total Coliform,CFU/100 mL,>=,46000
J01-9082-2,45441.487500000003,Total,1287.87,NA,Total Coliform,CFU/100 mL,NA,20000
L01-726-5,45455.361111111109,Total,3953,NA,Total Coliform,CFU/100 mL,>=,3000
L01-728-5 (L01-DP),45455.4,Total,2015,NA,Total Coliform,CFU/100 mL,NA,42000
K01-12159-2,45455.37222222222,Total,5213,NA,Total Coliform,CFU/100 mL,>=,60000
K01-12159-3,45455.365277777775,Total,4828,NA,Total Coliform,CFU/100 mL,NA,22000
I01-11010-1,45461.415972222225,Total,7938,NA,Total Coliform,CFU/100 mL,NA,44000
I00-11437-1,45461.372916666667,Total,9394,NA,Total Coliform,CFU/100 mL,>=,4300
L02-246-1 (L11P01),45462.494444444441,Total,1599,NA,Total Coliform,CFU/100 mL,NA,41000
L02-641-1,45462.348611111112,Total,1216,NA,Total Coliform,CFU/100 mL,>=,70000
L02-641-2,45462.361111111109,Total,1288,NA,Total Coliform,CFU/100 mL,>=,104000
L01-731-1 (L08TBN2),45462.433333333334,Total,3226,NA,Total Coliform,CFU/100 mL,>=,4400
L02-166-3 (L02P26),45462.390972222223,Total,1778,NA,Total Coliform,CFU/100 mL,>=,36000
L05-503-1,45468.388888888891,Total,3088,NA,Total Coliform,CFU/100 mL,>=,5500
L01-724-4 (L01P03),45468.438194444447,Total,3793,NA,Total Coliform,CFU/100 mL,>=,50000
L01-724-1 (L01S01),45468.464583333334,Total,4689,NA,Total Coliform,CFU/100 mL,>=,130
M01-042-1 (M01S01),45469.380555555559,Total,4667,NA,Total Coliform,CFU/100 mL,>,80000
M02-032-1,45469.44027777778,Total,3122,NA,Total Coliform,CFU/100 mL,>=,18000
SC1-2,45469.40347222222,Total,9238,NA,Total Coliform,CFU/100 mL,>=,4800
M02-085-1 (M02P06),45469.470833333333,Total,6689,NA,Total Coliform,CFU/100 mL,>=,8100
M02-085-2,45469.445138888892,Total,2401,NA,Total Coliform,CFU/100 mL,>=,75000
K01-12126-1 (K01S01),45510.38958333333,Total,-99,NA,Total Coliform,CFU/100 mL,>=,100
J01-10004-1 (J01P01),45496.430555555555,Total,2310,NA,Total Coliform,CFU/100 mL,NA,46000
L04-672-1,45496.382638888892,Total,3334,NA,Total Coliform,CFU/100 mL,NA,64000
L04-266-5,45496.334722222222,Total,2634,NA,Total Coliform,CFU/100 mL,>=,85000
L03-662-3 (L03P16),45498.354166666664,Total,1922,NA,Total Coliform,CFU/100 mL,>=,163000
L03-214-2 (L03P18),45498.394444444442,Total,3250,NA,Total Coliform,CFU/100 mL,>=,38000
L03-316-3 (L03P12),45498.435416666667,Total,4332,NA,Total Coliform,CFU/100 mL,>,80000
