Station2,date,Sample Type,Field Specific Conductivity,Date,Parameter,Units,Qualifier,Result,ResultAvg
J01-9224-1 (J01P24),45503.459722222222,Total,3616,NA,Orthophosphate as P,mg/L,NA,0.12,0.104
J01-9224-2 (J01P25),45503.488888888889,Total,2028,NA,Orthophosphate as P,mg/L,NA,0.14,0.14500000000000002
L01-404-1,45503.368750000001,Total,1918,NA,Orthophosphate as P,mg/L,NA,0.2,0.195
L01-340-1,45503.408333333333,Total,1665,NA,Orthophosphate as P,mg/L,NA,0.24,0.185
L05-489-3,45503.418055555558,Total,3334,NA,Orthophosphate as P,mg/L,<,0.01,0.0195
L05-049-1,45503.418055555558,Total,3848,NA,Orthophosphate as P,mg/L,NA,0.33,0.30000000000000004
L02-374-1 (L02P50),45503.427083333336,Total,2717,NA,Orthophosphate as P,mg/L,NA,0.36,0.33499999999999996
J01-9082-2,45504.386805555558,Total,1270,NA,Orthophosphate as P,mg/L,NA,0.12,0.12
J06-9079-1 (J06P03),45504.440972222219,Total,2692,NA,Orthophosphate as P,mg/L,NA,0.14,0.14
J06-10011-1 (J06P01),45504.466666666667,Total,3855,NA,Orthophosphate as P,mg/L,NA,0.037,0.042499999999999996
J01-9992-1 (J01P27),45510.415277777778,Total,3964,NA,Orthophosphate as P,mg/L,NA,0.34,0.25
J01-9131-1 (J01P28),45510.375,Total,2381,NA,Orthophosphate as P,mg/L,NA,0.52,0.435
J01-9007-1 (J02P05),45510.459722222222,Total,3252,NA,Orthophosphate as P,mg/L,NA,0.47,0.395
L01-726-5,45510.375,Total,5625,NA,Orthophosphate as P,mg/L,NA,0.15,0.15
L01-728-5 (L01-DP),45510.42083333333,Total,2634,NA,Orthophosphate as P,mg/L,NA,0.53,0.53
K01-12159-3,45510.425000000003,Total,-99,NA,Orthophosphate as P,mg/L,NA,0.22,0.22
K01-12159-2,45510.451388888891,Total,7455,NA,Orthophosphate as P,mg/L,NA,0.2,0.2
I01-11010-1,45512.409722222219,Total,8356,NA,Orthophosphate as P,mg/L,NA,0.12,0.1065
I00-11437-1,45512.37777777778,Total,10154,NA,Orthophosphate as P,mg/L,NA,0.04,0.051500000000000004
L02-246-1 (L11P01),45517.459027777775,Total,1780,NA,Orthophosphate as P,mg/L,NA,0.26,0.22
L02-641-1,45517.372916666667,Total,1339,NA,Orthophosphate as P,mg/L,NA,0.22,0.295
L02-641-2,45517.369444444441,Total,1569,NA,Orthophosphate as P,mg/L,NA,0.41,0.3
L01-731-1 (L08TBN2),45517.418749999997,Total,2730,NA,Orthophosphate as P,mg/L,NA,0.18,0.275
L02-166-3 (L02P26),45517.427777777775,Total,2011,NA,Orthophosphate as P,mg/L,NA,0.22,0.19
M01-042-1 (M01S01),45518.371527777781,Total,5832,NA,Orthophosphate as P,mg/L,NA,0.16,0.14
M02-032-1,45518.456944444442,Total,2404,NA,Orthophosphate as P,mg/L,NA,0.53,0.5
SC1-2,45518.386111111111,Total,6253,NA,Orthophosphate as P,mg/L,NA,0.021,0.0155
M02-085-1 (M02P06),45518.417361111111,Total,6945,NA,Orthophosphate as P,mg/L,NA,0.62,0.5800000000000001
M02-085-2,45518.413194444445,Total,2126,NA,Orthophosphate as P,mg/L,NA,0.34,0.325
L01-724-1 (L01S01),45519.46597222222,Total,5505,NA,Orthophosphate as P,mg/L,<,0.01,0.01
K01-12126-1 (K01S01),45531.354166666664,Total,5380,NA,Orthophosphate as P,mg/L,NA,0.17,0.175
L04-672-1,45427.383333333331,Total,3943,NA,Phenanthrene,ng/L,<,2.5,2.5
L04-266-5,45427.343055555553,Total,3408,NA,Phenanthrene,ng/L,<,2.5,2.5
J01-10004-1 (J01P01),45427.4,Total,2150,NA,Phenanthrene,ng/L,<,2.5,2.5
L03-662-3 (L03P16),45428.369444444441,Total,2015,NA,Phenanthrene,ng/L,<,2.5,2.5
L03-214-2 (L03P18),45428.402083333334,Total,2443,NA,Phenanthrene,ng/L,<,2.5,2.5
L03-316-3 (L03P12),45428.447222222225,Total,5117,NA,Phenanthrene,ng/L,<,2.5,2.5
L01-404-1,45433.34375,Total,1915,NA,Phenanthrene,ng/L,<,2.5,2.5
L01-340-1,45433.381944444445,Total,1636,NA,Phenanthrene,ng/L,<,2.5,2.5
L05-489-3,45433.376388888886,Total,3415,NA,Phenanthrene,ng/L,<,2.5,2.5
L05-049-1,45433.417361111111,Total,3825,NA,Phenanthrene,ng/L,<,2.5,2.5
L02-374-1 (L02P50),45433.424305555556,Total,2874,NA,Phenanthrene,ng/L,<,2.5,2.5
J03-9221-1 (J03P02),45434.455555555556,Total,5983,NA,Phenanthrene,ng/L,<,2.5,2.5
J01-9224-2 (J01P25),45434.34375,Total,2683,NA,Phenanthrene,ng/L,NA,9.86,6.18
J01-9992-1 (J01P27),45441.401388888888,Total,4415,NA,Phenanthrene,ng/L,<,2.5,2.5
J01-9131-1 (J01P28),45441.38958333333,Total,3079,NA,Phenanthrene,ng/L,<,2.5,2.5
J01-9007-1 (J02P05),45441.447222222225,Total,3350,NA,Phenanthrene,ng/L,<,2.5,2.5
J06-9079-1 (J06P03),45441.42083333333,Total,2776.69,NA,Phenanthrene,ng/L,<,2.5,2.5
J06-10011-1 (J06P01),45441.447222222225,Total,3448.62,NA,Phenanthrene,ng/L,<,2.5,2.5
J01-9082-2,45441.487500000003,Total,1287.87,NA,Phenanthrene,ng/L,<,2.5,2.5
K01-12159-2,45455.37222222222,Total,5213,NA,Phenanthrene,ng/L,<,2.5,2.5
K01-12159-3,45455.365277777775,Total,4828,NA,Phenanthrene,ng/L,<,2.5,2.5
L02-246-1 (L11P01),45462.494444444441,Total,1599,NA,Phenanthrene,ng/L,<,2.5,2.5
L02-641-1,45462.348611111112,Total,1216,NA,Phenanthrene,ng/L,<,2.5,2.5
L01-731-1 (L08TBN2),45462.433333333334,Total,3226,NA,Phenanthrene,ng/L,<,2.5,2.5
L01-724-1 (L01S01),45468.464583333334,Total,4689,NA,Phenanthrene,ng/L,NA,7.27,7.27
M01-042-1 (M01S01),45469.380555555559,Total,4667,NA,Phenanthrene,ng/L,<,2.5,2.5
M02-032-1,45469.44027777778,Total,3122,NA,Phenanthrene,ng/L,<,2.5,2.5
SC1-2,45469.40347222222,Total,9238,NA,Phenanthrene,ng/L,<,2.5,2.5
M02-085-1 (M02P06),45469.470833333333,Total,6689,NA,Phenanthrene,ng/L,<,2.5,2.5
M02-085-2,45469.445138888892,Total,2401,NA,Phenanthrene,ng/L,<,2.5,2.5
K01-12126-1 (K01S01),45510.38958333333,Total,-99,NA,Phenanthrene,ng/L,<,2.5,2.5
L03-662-3 (L03P16),45498.354166666664,Total,1922,NA,Phenanthrene,ng/L,<,2.5,2.5
L03-214-2 (L03P18),45498.394444444442,Total,3250,NA,Phenanthrene,ng/L,<,2.5,2.5
L03-316-3 (L03P12),45498.435416666667,Total,4332,NA,Phenanthrene,ng/L,<,2.5,2.5
K01-12177-1 (K01P07),45503.42083333333,Total,4080,NA,Phenanthrene,ng/L,<,2.5,2.5
J03-9221-1 (J03P02),45503.461111111108,Total,5269,NA,Phenanthrene,ng/L,<,2.5,2.5
J01-9224-1 (J01P24),45503.459722222222,Total,3616,NA,Phenanthrene,ng/L,NA,7.57,7.57
J01-9224-2 (J01P25),45503.488888888889,Total,2028,NA,Phenanthrene,ng/L,<,2.5,6.18
L01-340-1,45503.408333333333,Total,1665,NA,Phenanthrene,ng/L,<,2.5,2.5
L05-489-3,45503.418055555558,Total,3334,NA,Phenanthrene,ng/L,<,2.5,2.5
L05-049-1,45503.418055555558,Total,3848,NA,Phenanthrene,ng/L,<,2.5,2.5
L02-374-1 (L02P50),45503.427083333336,Total,2717,NA,Phenanthrene,ng/L,<,2.5,2.5
J01-9082-2,45504.386805555558,Total,1270,NA,Phenanthrene,ng/L,<,2.5,2.5
J06-9079-1 (J06P03),45504.440972222219,Total,2692,NA,Phenanthrene,ng/L,<,2.5,2.5
J06-10011-1 (J06P01),45504.466666666667,Total,3855,NA,Phenanthrene,ng/L,<,2.5,2.5
J01-9131-1 (J01P28),45510.375,Total,2381,NA,Phenanthrene,ng/L,<,2.5,2.5
L01-726-5,45510.375,Total,5625,NA,Phenanthrene,ng/L,<,2.5,2.5
L01-728-5 (L01-DP),45510.42083333333,Total,2634,NA,Phenanthrene,ng/L,<,2.5,2.5
K01-12159-3,45510.425000000003,Total,-99,NA,Phenanthrene,ng/L,<,2.5,2.5
K01-12159-2,45510.451388888891,Total,7455,NA,Phenanthrene,ng/L,<,2.5,2.5
I01-11010-1,45512.409722222219,Total,8356,NA,Phenanthrene,ng/L,<,2.5,2.5
I00-11437-1,45512.37777777778,Total,10154,NA,Phenanthrene,ng/L,<,2.5,2.5
L02-641-1,45517.372916666667,Total,1339,NA,Phenanthrene,ng/L,<,2.5,2.5
L02-166-3 (L02P26),45517.427777777775,Total,2011,NA,Phenanthrene,ng/L,<,2.5,2.5
M01-042-1 (M01S01),45518.371527777781,Total,5832,NA,Phenanthrene,ng/L,<,2.5,2.5
M02-032-1,45518.456944444442,Total,2404,NA,Phenanthrene,ng/L,<,2.5,2.5
SC1-2,45518.386111111111,Total,6253,NA,Phenanthrene,ng/L,<,2.5,2.5
M02-085-1 (M02P06),45518.417361111111,Total,6945,NA,Phenanthrene,ng/L,<,2.5,2.5
M02-085-2,45518.413194444445,Total,2126,NA,Phenanthrene,ng/L,<,2.5,2.5
K01-12126-1 (K01S01),45531.354166666664,Total,5380,NA,Phenanthrene,ng/L,<,2.5,2.5
L04-672-1,45427.383333333331,Total,3943,NA,Phorate,ng/L,<,5,5
L04-266-5,45427.343055555553,Total,3408,NA,Phorate,ng/L,<,5,5
J01-10004-1 (J01P01),45427.4,Total,2150,NA,Phorate,ng/L,<,5,5
L03-662-3 (L03P16),45428.369444444441,Total,2015,NA,Phorate,ng/L,<,5,5
L03-214-2 (L03P18),45428.402083333334,Total,2443,NA,Phorate,ng/L,<,5,5
L03-316-3 (L03P12),45428.447222222225,Total,5117,NA,Phorate,ng/L,<,5,5
L01-404-1,45433.34375,Total,1915,NA,Phorate,ng/L,<,5,5
L01-340-1,45433.381944444445,Total,1636,NA,Phorate,ng/L,<,5,5
L05-489-3,45433.376388888886,Total,3415,NA,Phorate,ng/L,<,5,5
L05-049-1,45433.417361111111,Total,3825,NA,Phorate,ng/L,<,5,5
L02-374-1 (L02P50),45433.424305555556,Total,2874,NA,Phorate,ng/L,<,5,5
L03-418-8,45434.432638888888,Total,2875,NA,Phorate,ng/L,<,5,5
K01-12177-1 (K01P07),45434.42083333333,Total,2719,NA,Phorate,ng/L,<,5,5
J03-9221-1 (J03P02),45434.455555555556,Total,5983,NA,Phorate,ng/L,<,5,5
J01-9224-1 (J01P24),45434.377083333333,Total,3753,NA,Phorate,ng/L,<,5,5
J01-9224-2 (J01P25),45434.34375,Total,2683,NA,Phorate,ng/L,<,5,5
J01-9992-1 (J01P27),45441.401388888888,Total,4415,NA,Phorate,ng/L,<,5,5
J01-9131-1 (J01P28),45441.38958333333,Total,3079,NA,Phorate,ng/L,<,5,5
J01-9007-1 (J02P05),45441.447222222225,Total,3350,NA,Phorate,ng/L,<,5,5
J06-9079-1 (J06P03),45441.42083333333,Total,2776.69,NA,Phorate,ng/L,<,5,5
J06-10011-1 (J06P01),45441.447222222225,Total,3448.62,NA,Phorate,ng/L,<,5,5
J01-9082-2,45441.487500000003,Total,1287.87,NA,Phorate,ng/L,<,5,5
L01-726-5,45455.361111111109,Total,3953,NA,Phorate,ng/L,<,5,5
L01-728-5 (L01-DP),45455.4,Total,2015,NA,Phorate,ng/L,<,5,5
K01-12159-2,45455.37222222222,Total,5213,NA,Phorate,ng/L,<,5,5
K01-12159-3,45455.365277777775,Total,4828,NA,Phorate,ng/L,<,5,5
I01-11010-1,45461.415972222225,Total,7938,NA,Phorate,ng/L,<,5,5
I00-11437-1,45461.372916666667,Total,9394,NA,Phorate,ng/L,<,5,5
L02-246-1 (L11P01),45462.494444444441,Total,1599,NA,Phorate,ng/L,<,5,5
L02-641-1,45462.348611111112,Total,1216,NA,Phorate,ng/L,<,5,5
L02-641-2,45462.361111111109,Total,1288,NA,Phorate,ng/L,<,5,5
L01-731-1 (L08TBN2),45462.433333333334,Total,3226,NA,Phorate,ng/L,<,5,5
L02-166-3 (L02P26),45462.390972222223,Total,1778,NA,Phorate,ng/L,<,5,5
L05-503-1,45468.388888888891,Total,3088,NA,Phorate,ng/L,<,5,5
L01-724-4 (L01P03),45468.438194444447,Total,3793,NA,Phorate,ng/L,<,5,5
L01-724-1 (L01S01),45468.464583333334,Total,4689,NA,Phorate,ng/L,<,5,5
M01-042-1 (M01S01),45469.380555555559,Total,4667,NA,Phorate,ng/L,<,5,5
M02-032-1,45469.44027777778,Total,3122,NA,Phorate,ng/L,<,5,5
SC1-2,45469.40347222222,Total,9238,NA,Phorate,ng/L,<,5,5
M02-085-1 (M02P06),45469.470833333333,Total,6689,NA,Phorate,ng/L,<,5,5
M02-085-2,45469.445138888892,Total,2401,NA,Phorate,ng/L,<,5,5
K01-12126-1 (K01S01),45510.38958333333,Total,-99,NA,Phorate,ng/L,<,5,5
J01-10004-1 (J01P01),45496.430555555555,Total,2310,NA,Phorate,ng/L,<,5,5
L04-672-1,45496.382638888892,Total,3334,NA,Phorate,ng/L,<,5,5
L04-266-5,45496.334722222222,Total,2634,NA,Phorate,ng/L,<,5,5
L03-662-3 (L03P16),45498.354166666664,Total,1922,NA,Phorate,ng/L,<,5,5
L03-214-2 (L03P18),45498.394444444442,Total,3250,NA,Phorate,ng/L,<,5,5
L03-316-3 (L03P12),45498.435416666667,Total,4332,NA,Phorate,ng/L,<,5,5
L03-418-8,45503.387499999997,Total,2938.26,NA,Phorate,ng/L,<,5,5
K01-12177-1 (K01P07),45503.42083333333,Total,4080,NA,Phorate,ng/L,<,5,5
J03-9221-1 (J03P02),45503.461111111108,Total,5269,NA,Phorate,ng/L,<,5,5
J01-9224-1 (J01P24),45503.459722222222,Total,3616,NA,Phorate,ng/L,<,5,5
J01-9224-2 (J01P25),45503.488888888889,Total,2028,NA,Phorate,ng/L,<,5,5
L01-404-1,45503.368750000001,Total,1918,NA,Phorate,ng/L,<,5,5
L01-340-1,45503.408333333333,Total,1665,NA,Phorate,ng/L,<,5,5
L05-489-3,45503.418055555558,Total,3334,NA,Phorate,ng/L,<,5,5
L05-049-1,45503.418055555558,Total,3848,NA,Phorate,ng/L,<,5,5
L02-374-1 (L02P50),45503.427083333336,Total,2717,NA,Phorate,ng/L,<,5,5
J01-9082-2,45504.386805555558,Total,1270,NA,Phorate,ng/L,<,5,5
J06-9079-1 (J06P03),45504.440972222219,Total,2692,NA,Phorate,ng/L,<,5,5
J06-10011-1 (J06P01),45504.466666666667,Total,3855,NA,Phorate,ng/L,<,5,5
J01-9992-1 (J01P27),45510.415277777778,Total,3964,NA,Phorate,ng/L,<,5,5
J01-9131-1 (J01P28),45510.375,Total,2381,NA,Phorate,ng/L,<,5,5
J01-9007-1 (J02P05),45510.459722222222,Total,3252,NA,Phorate,ng/L,<,5,5
L01-726-5,45510.375,Total,5625,NA,Phorate,ng/L,<,5,5
L01-728-5 (L01-DP),45510.42083333333,Total,2634,NA,Phorate,ng/L,<,5,5
K01-12159-3,45510.425000000003,Total,-99,NA,Phorate,ng/L,<,5,5
K01-12159-2,45510.451388888891,Total,7455,NA,Phorate,ng/L,<,5,5
I01-11010-1,45512.409722222219,Total,8356,NA,Phorate,ng/L,<,5,5
I00-11437-1,45512.37777777778,Total,10154,NA,Phorate,ng/L,<,5,5
L02-246-1 (L11P01),45517.459027777775,Total,1780,NA,Phorate,ng/L,<,5,5
L02-641-1,45517.372916666667,Total,1339,NA,Phorate,ng/L,<,5,5
L02-641-2,45517.369444444441,Total,1569,NA,Phorate,ng/L,<,5,5
L01-731-1 (L08TBN2),45517.418749999997,Total,2730,NA,Phorate,ng/L,<,5,5
L02-166-3 (L02P26),45517.427777777775,Total,2011,NA,Phorate,ng/L,<,5,5
M01-042-1 (M01S01),45518.371527777781,Total,5832,NA,Phorate,ng/L,<,5,5
M02-032-1,45518.456944444442,Total,2404,NA,Phorate,ng/L,<,5,5
SC1-2,45518.386111111111,Total,6253,NA,Phorate,ng/L,<,5,5
M02-085-1 (M02P06),45518.417361111111,Total,6945,NA,Phorate,ng/L,<,5,5
M02-085-2,45518.413194444445,Total,2126,NA,Phorate,ng/L,<,5,5
L05-503-1,45519.39166666667,Total,2350,NA,Phorate,ng/L,<,5,5
L01-724-4 (L01P03),45519.430555555555,Total,1960,NA,Phorate,ng/L,<,5,5
L01-724-1 (L01S01),45519.46597222222,Total,5505,NA,Phorate,ng/L,<,5,5
K01-12126-1 (K01S01),45531.354166666664,Total,5380,NA,Phorate,ng/L,<,5,5
L04-672-1,45427.383333333331,Total,3943,NA,Phosphorus as PO4,mg/L,NA,0.66,0.6950000000000001
L04-266-5,45427.343055555553,Total,3408,NA,Phosphorus as PO4,mg/L,NA,0.93,1.065
J01-10004-1 (J01P01),45427.4,Total,2150,NA,Phosphorus as PO4,mg/L,NA,1.3,1.6
L03-662-3 (L03P16),45428.369444444441,Total,2015,NA,Phosphorus as PO4,mg/L,NA,0.71,0.72
L03-214-2 (L03P18),45428.402083333334,Total,2443,NA,Phosphorus as PO4,mg/L,NA,0.91,0.9550000000000001
L03-316-3 (L03P12),45428.447222222225,Total,5117,NA,Phosphorus as PO4,mg/L,NA,0.8,1.2000000000000002
L01-404-1,45433.34375,Total,1915,NA,Phosphorus as PO4,mg/L,NA,0.69,0.685
L01-340-1,45433.381944444445,Total,1636,NA,Phosphorus as PO4,mg/L,NA,0.55,0.6950000000000001
L05-489-3,45433.376388888886,Total,3415,NA,Phosphorus as PO4,mg/L,NA,0.62,0.8600000000000001
L05-049-1,45433.417361111111,Total,3825,NA,Phosphorus as PO4,mg/L,NA,1,1.1
L02-374-1 (L02P50),45433.424305555556,Total,2874,NA,Phosphorus as PO4,mg/L,NA,1.1,1.15
L03-418-8,45434.432638888888,Total,2875,NA,Phosphorus as PO4,mg/L,NA,0.41,0.44499999999999995
K01-12177-1 (K01P07),45434.42083333333,Total,2719,NA,Phosphorus as PO4,mg/L,NA,0.76,0.745
J03-9221-1 (J03P02),45434.455555555556,Total,5983,NA,Phosphorus as PO4,mg/L,NA,0.64,0.545
J01-9224-1 (J01P24),45434.377083333333,Total,3753,NA,Phosphorus as PO4,mg/L,NA,0.37,0.41500000000000004
J01-9224-2 (J01P25),45434.34375,Total,2683,NA,Phosphorus as PO4,mg/L,NA,0.51,0.5
J01-9992-1 (J01P27),45441.401388888888,Total,4415,NA,Phosphorus as PO4,mg/L,NA,0.64,1.07
J01-9131-1 (J01P28),45441.38958333333,Total,3079,NA,Phosphorus as PO4,mg/L,NA,1.2,1.6
J01-9007-1 (J02P05),45441.447222222225,Total,3350,NA,Phosphorus as PO4,mg/L,NA,1.2,1.45
J06-9079-1 (J06P03),45441.42083333333,Total,2776.69,NA,Phosphorus as PO4,mg/L,NA,0.58,0.5349999999999999
J06-10011-1 (J06P01),45441.447222222225,Total,3448.62,NA,Phosphorus as PO4,mg/L,NA,0.23,0.2
J01-9082-2,45441.487500000003,Total,1287.87,NA,Phosphorus as PO4,mg/L,NA,0.52,0.47
L01-726-5,45455.361111111109,Total,3953,NA,Phosphorus as PO4,mg/L,NA,0.44,0.475
L01-728-5 (L01-DP),45455.4,Total,2015,NA,Phosphorus as PO4,mg/L,NA,0.65,1.175
K01-12159-2,45455.37222222222,Total,5213,NA,Phosphorus as PO4,mg/L,NA,0.56,0.71
K01-12159-3,45455.365277777775,Total,4828,NA,Phosphorus as PO4,mg/L,NA,0.29,0.5599999999999999
I01-11010-1,45461.415972222225,Total,7938,NA,Phosphorus as PO4,mg/L,NA,0.58,0.5
I00-11437-1,45461.372916666667,Total,9394,NA,Phosphorus as PO4,mg/L,NA,0.3,0.235
L02-246-1 (L11P01),45462.494444444441,Total,1599,NA,Phosphorus as PO4,mg/L,NA,0.72,0.7949999999999999
L02-641-1,45462.348611111112,Total,1216,NA,Phosphorus as PO4,mg/L,NA,1.4,1.165
L02-641-2,45462.361111111109,Total,1288,NA,Phosphorus as PO4,mg/L,NA,0.82,1.06
L01-731-1 (L08TBN2),45462.433333333334,Total,3226,NA,Phosphorus as PO4,mg/L,NA,2,1.6
L02-166-3 (L02P26),45462.390972222223,Total,1778,NA,Phosphorus as PO4,mg/L,NA,0.78,0.825
L05-503-1,45468.388888888891,Total,3088,NA,Phosphorus as PO4,mg/L,NA,0.57,0.69
L01-724-4 (L01P03),45468.438194444447,Total,3793,NA,Phosphorus as PO4,mg/L,NA,0.81,1.105
L01-724-1 (L01S01),45468.464583333334,Total,4689,NA,Phosphorus as PO4,mg/L,NA,0.2,0.225
M01-042-1 (M01S01),45469.380555555559,Total,4667,NA,Phosphorus as PO4,mg/L,NA,0.75,0.6799999999999999
M02-032-1,45469.44027777778,Total,3122,NA,Phosphorus as PO4,mg/L,NA,1.6,1.7000000000000002
SC1-2,45469.40347222222,Total,9238,NA,Phosphorus as PO4,mg/L,NA,0.23,0.265
M02-085-1 (M02P06),45469.470833333333,Total,6689,NA,Phosphorus as PO4,mg/L,NA,1.7,1.7
M02-085-2,45469.445138888892,Total,2401,NA,Phosphorus as PO4,mg/L,NA,1.2,1.2
K01-12126-1 (K01S01),45510.38958333333,Total,-99,NA,Phosphorus as PO4,mg/L,NA,0.84,0.76
J01-10004-1 (J01P01),45496.430555555555,Total,2310,NA,Phosphorus as PO4,mg/L,NA,1.9,1.6
L04-672-1,45496.382638888892,Total,3334,NA,Phosphorus as PO4,mg/L,NA,0.73,0.6950000000000001
L04-266-5,45496.334722222222,Total,2634,NA,Phosphorus as PO4,mg/L,NA,1.2,1.065
L03-662-3 (L03P16),45498.354166666664,Total,1922,NA,Phosphorus as PO4,mg/L,NA,0.73,0.72
L03-214-2 (L03P18),45498.394444444442,Total,3250,NA,Phosphorus as PO4,mg/L,NA,1,0.9550000000000001
L03-316-3 (L03P12),45498.435416666667,Total,4332,NA,Phosphorus as PO4,mg/L,NA,1.6,1.2000000000000002
L03-418-8,45503.387499999997,Total,2938.26,NA,Phosphorus as PO4,mg/L,NA,0.48,0.44499999999999995
K01-12177-1 (K01P07),45503.42083333333,Total,4080,NA,Phosphorus as PO4,mg/L,NA,0.73,0.745
J03-9221-1 (J03P02),45503.461111111108,Total,5269,NA,Phosphorus as PO4,mg/L,NA,0.45,0.545
J01-9224-1 (J01P24),45503.459722222222,Total,3616,NA,Phosphorus as PO4,mg/L,NA,0.46,0.41500000000000004
J01-9224-2 (J01P25),45503.488888888889,Total,2028,NA,Phosphorus as PO4,mg/L,NA,0.49,0.5
L01-404-1,45503.368750000001,Total,1918,NA,Phosphorus as PO4,mg/L,NA,0.68,0.685
L01-340-1,45503.408333333333,Total,1665,NA,Phosphorus as PO4,mg/L,NA,0.84,0.6950000000000001
L05-489-3,45503.418055555558,Total,3334,NA,Phosphorus as PO4,mg/L,NA,1.1,0.8600000000000001
L05-049-1,45503.418055555558,Total,3848,NA,Phosphorus as PO4,mg/L,NA,1.2,1.1
L02-374-1 (L02P50),45503.427083333336,Total,2717,NA,Phosphorus as PO4,mg/L,NA,1.2,1.15
J01-9082-2,45504.386805555558,Total,1270,NA,Phosphorus as PO4,mg/L,NA,0.42,0.47
J06-9079-1 (J06P03),45504.440972222219,Total,2692,NA,Phosphorus as PO4,mg/L,NA,0.49,0.5349999999999999
J06-10011-1 (J06P01),45504.466666666667,Total,3855,NA,Phosphorus as PO4,mg/L,NA,0.17,0.2
J01-9992-1 (J01P27),45510.415277777778,Total,3964,NA,Phosphorus as PO4,mg/L,NA,1.5,1.07
J01-9131-1 (J01P28),45510.375,Total,2381,NA,Phosphorus as PO4,mg/L,NA,2,1.6
J01-9007-1 (J02P05),45510.459722222222,Total,3252,NA,Phosphorus as PO4,mg/L,NA,1.7,1.45
L01-726-5,45510.375,Total,5625,NA,Phosphorus as PO4,mg/L,NA,0.51,0.475
L01-728-5 (L01-DP),45510.42083333333,Total,2634,NA,Phosphorus as PO4,mg/L,NA,1.7,1.175
K01-12159-3,45510.425000000003,Total,-99,NA,Phosphorus as PO4,mg/L,NA,0.83,0.5599999999999999
K01-12159-2,45510.451388888891,Total,7455,NA,Phosphorus as PO4,mg/L,NA,0.86,0.71
I01-11010-1,45512.409722222219,Total,8356,NA,Phosphorus as PO4,mg/L,NA,0.42,0.5
I00-11437-1,45512.37777777778,Total,10154,NA,Phosphorus as PO4,mg/L,NA,0.17,0.235
L02-246-1 (L11P01),45517.459027777775,Total,1780,NA,Phosphorus as PO4,mg/L,NA,0.87,0.7949999999999999
L02-641-1,45517.372916666667,Total,1339,NA,Phosphorus as PO4,mg/L,NA,0.93,1.165
L02-641-2,45517.369444444441,Total,1569,NA,Phosphorus as PO4,mg/L,NA,1.3,1.06
L01-731-1 (L08TBN2),45517.418749999997,Total,2730,NA,Phosphorus as PO4,mg/L,NA,1.2,1.6
L02-166-3 (L02P26),45517.427777777775,Total,2011,NA,Phosphorus as PO4,mg/L,NA,0.87,0.825
M01-042-1 (M01S01),45518.371527777781,Total,5832,NA,Phosphorus as PO4,mg/L,NA,0.61,0.6799999999999999
M02-032-1,45518.456944444442,Total,2404,NA,Phosphorus as PO4,mg/L,NA,1.8,1.7000000000000002
SC1-2,45518.386111111111,Total,6253,NA,Phosphorus as PO4,mg/L,NA,0.3,0.265
M02-085-1 (M02P06),45518.417361111111,Total,6945,NA,Phosphorus as PO4,mg/L,NA,1.7,1.7
M02-085-2,45518.413194444445,Total,2126,NA,Phosphorus as PO4,mg/L,NA,1.2,1.2
L05-503-1,45519.39166666667,Total,2350,NA,Phosphorus as PO4,mg/L,NA,0.81,0.69
L01-724-4 (L01P03),45519.430555555555,Total,1960,NA,Phosphorus as PO4,mg/L,NA,1.4,1.105
L01-724-1 (L01S01),45519.46597222222,Total,5505,NA,Phosphorus as PO4,mg/L,NA,0.25,0.225
K01-12126-1 (K01S01),45531.354166666664,Total,5380,NA,Phosphorus as PO4,mg/L,NA,0.68,0.76
L03-662-3 (L03P16),45428.369444444441,Total,2015,NA,Pyrene,ng/L,<,2.5,2.5
L03-214-2 (L03P18),45428.402083333334,Total,2443,NA,Pyrene,ng/L,<,2.5,2.5
L03-316-3 (L03P12),45428.447222222225,Total,5117,NA,Pyrene,ng/L,<,2.5,2.5
L01-404-1,45433.34375,Total,1915,NA,Pyrene,ng/L,<,2.5,2.5
L01-340-1,45433.381944444445,Total,1636,NA,Pyrene,ng/L,<,2.5,2.5
L05-489-3,45433.376388888886,Total,3415,NA,Pyrene,ng/L,<,2.5,2.5
L05-049-1,45433.417361111111,Total,3825,NA,Pyrene,ng/L,<,2.5,2.5
L02-374-1 (L02P50),45433.424305555556,Total,2874,NA,Pyrene,ng/L,<,2.5,2.5
K01-12177-1 (K01P07),45434.42083333333,Total,2719,NA,Pyrene,ng/L,<,2.5,2.5
J01-9224-1 (J01P24),45434.377083333333,Total,3753,NA,Pyrene,ng/L,NA,15.7,30.75
J01-9224-2 (J01P25),45434.34375,Total,2683,NA,Pyrene,ng/L,NA,36.6,19.55
J01-9992-1 (J01P27),45441.401388888888,Total,4415,NA,Pyrene,ng/L,<,2.5,14.15
J01-9131-1 (J01P28),45441.38958333333,Total,3079,NA,Pyrene,ng/L,<,2.5,2.5
J06-9079-1 (J06P03),45441.42083333333,Total,2776.69,NA,Pyrene,ng/L,<,2.5,2.5
J06-10011-1 (J06P01),45441.447222222225,Total,3448.62,NA,Pyrene,ng/L,<,2.5,2.5
J01-9082-2,45441.487500000003,Total,1287.87,NA,Pyrene,ng/L,<,2.5,2.5
K01-12159-2,45455.37222222222,Total,5213,NA,Pyrene,ng/L,<,2.5,2.5
