Jurisdiction,Inspected,ObsWeather,FacilityID,AvgDischarge,ObsRecordDate,FlowContribution,FlowCondition,PersistentFlow,FlowConnectivity,IDIC,Priority,PrioritizationScore2022,Conductivity,FloatDischargeCFS,VolumeDischargeCFS,LastDischargeTrend,ScourWaterCondition,DissWaterCondition,Comments,TrashCondition,TrashLocation,SampleDry,SampleWet,OCFSLocation,MaintenanceIssue,PointY,PointX
San Clemente,Verified,1,SC06-146-2 (M00P02),0.055893,2024-08-26,Small Fraction (<10%),Flowing,Unknown,Direct Connection,NA,Not A Priority,NA,NA,0.062903,NA,Above Average Discharge,Not present,Not present,Too deep to get conductivity measurements. Lots of trash in outfall.,Abundant (>50 Items),In flow path of outfall,NA,NA,NA,None,33.41781321,-117.61787899
Laguna Beach,Verified,1,LC02-11508-2,0.024574,2024-07-03,NA,Flowing,Yes,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,6890,NA,0.014,20% Or More Above Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.54553099,-117.79530982
Laguna Beach,Verified,1,LC02-11508-2,0.024574,2024-07-03,NA,NA,Yes,NA,NA,Not A Priority,NA,NA,NA,0.014,20% Or More Above Average Discharge,Not present,Not present,NA,NA,NA,NA,NA,NA,NA,33.54553099,-117.79530982
Laguna Beach,Verified,1,LC02-11508-2,0.024574,2024-08-12,Small Fraction (<10%),Flowing,Yes,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,7080,0.045113,0.005,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.54553099,-117.79530982
San Juan Capistrano,Verified,1,L02-502-5,0,2024-06-03,NA,Dry,Unknown,NA,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,NA,33.52712556,-117.66988791
San Juan Capistrano,Verified,1,L02-502-5,0,2024-08-28,NA,Dry,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,NA,33.52712556,-117.66988791
San Juan Capistrano,Verified,1,L02-571-3,0.007712,2024-06-03,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,26,NA,0.026549,NA,20% Or More Above Average Discharge,Not present,Not present,Outfall observed with some trickle flow reaching the receiving water,Not Present (0 Items),NA,NA,NA,NA,None,33.4952933,-117.66578813
San Juan Capistrano,Verified,1,L02-571-3,0.007712,2024-07-25,Small Fraction (<10%),Flowing,Yes,Partial - Significant Distance,None,Priority,26,8060,0.045714,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.4952933,-117.66578813
Laguna Beach,Verified,1,I01-11023-5,0,2024-08-01,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.5512382,-117.77825481
Laguna Beach,Verified,1,I01-11023-5,0,2024-05-07,NA,Dry,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,NA,33.5512382,-117.77825481
Rancho Santa Margarita,Verified,1,L01-218-2,0.020075,2024-05-23,NA,Flowing,Yes,NA,None,Priority,61,NA,NA,NA,Below Average Discharge,Not present,"Brown ""tea"" tint",Outfall visually confirmed to be flowing but could not be reached. Deep ponding and poison oak surrounds outfall completely.,Not Present (0 Items),NA,NA,NA,NA,None,33.63334771,-117.56437356
San Juan Capistrano,Verified,1,L01-766-3,0.04353,2024-06-10,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,9,NA,0.140351,NA,20% Or More Above Average Discharge,Not present,Not present,Outfall observed to be flowing. Only able to get center leaf float measurement due to algae accumulation.,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Graffiti,33.48600546,-117.67027667
San Juan Capistrano,Verified,1,L01-766-3,0.04353,2024-07-25,NA,Pooled or Ponded,Yes,None - Flow Infiltrates or Outfall is Dry,None,Priority,9,4300,0.266667,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,Graffiti,33.48600546,-117.67027667
Laguna Beach,Verified,1,I01-11065-1,0,2024-08-01,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.55771319,-117.77312871
Rancho Santa Margarita,Verified,1,L01-125-3,0.034201,2024-05-23,NA,Other - See Comments,Unknown,NA,NA,Priority,65,NA,NA,NA,20% Or More Above Average Discharge,Not present,"Brown ""tea"" tint",Outfall appeared ponded but could not be fully seen due to excessive vegetation around outfall and in flow path. Flow could be heard but the source of the flow was unclear.,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,None,33.65524952,-117.56419853
Rancho Santa Margarita,Verified,1,L01-125-3,0.034201,2024-08-27,NA,Flowing,Unknown,NA,None,Priority,65,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,"Could not see actual flow due to overgrowth, but it was audible.",Not Present (0 Items),NA,NA,NA,NA,Overgrown,33.65524952,-117.56419853
Laguna Beach,Verified,1,LC06-11509-2,0.043337,2024-07-03,Small Fraction (<10%),Flowing,Yes,Direct Connection,NA,Not A Priority,NA,3480,0.025,0.009,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,NA,33.54345499,-117.79077595
San Juan Capistrano,Verified,1,L02-502-2,0.0185,2024-07-24,Small Fraction (<10%),Flowing,Unknown,Direct Connection,NA,Not A Priority,NA,NA,0.03,NA,20% Or More Above Average Discharge,Not present,Not present,Silt,Not Present (0 Items),NA,NA,NA,NA,NA,33.52201642,-117.66920354
San Juan Capistrano,Verified,1,L01-766-5,0,2024-06-10,Small Fraction (<10%),Other - See Comments,Unknown,Direct Connection,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Trickle flow observed coming from the outfall lid,Moderate (11-50 Items),Within area surrounding outfall,NA,NA,NA,None,33.48753792,-117.66678322
Orange Co,Verified,1,L01-760-1,0.019838,2024-06-06,NA,Flowing,Yes,NA,Other - see comments,Priority,40,1453,NA,NA,20% Or More Above Average Discharge,Not present,"Brown ""tea"" tint",Outfall is flowing but could not be access due to ponding level too high to get passed concrete dissipator. Bubbles were seen in scour pond and it was noticed that someone was washing there car on the street and bubbly water was flowing in the gutter. Conductivity taken in pond.,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.56548556,-117.58888167
Orange Co,Verified,1,L01-760-1,0.019838,2024-08-21,Small Fraction (<10%),Flowing,Yes,Undetermined,None,Priority,40,1948,0.03,0.007,20% Or More Above Average Discharge,Not present,Odor,Deep mud buildup,Not Present (0 Items),NA,NA,NA,NA,None,33.56548556,-117.58888167
Laguna Niguel,Verified,1,J01-10041-2 (J03P13),2.4525,2024-07-17,NA,NA,Yes,NA,NA,Priority,53,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,"extremely overgrown, unable to access",Sparse (<10 Items),NA,NA,NA,NA,Overgrown,33.55263395,-117.70881742
Lake Forest,Verified,1,J01-9046-2,0.094019,2024-03-04,Small Fraction (<10%),Dry,Unknown,Direct Connection,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Wet pipe,Sparse (<10 Items),Within area surrounding outfall,NA,Yes,NA,None,33.6544559,-117.6596746
Lake Forest,Verified,2,J01-9046-2,0.094019,2023-12-20,Small Fraction (<10%),Flowing,Unknown,Direct Connection,NA,Not A Priority,NA,367,0.018,NA,Below Average Discharge,Not present,Not present,Bact sample collected,Sparse (<10 Items),In flow path of outfall,NA,Yes,NA,Overgrown,33.6544559,-117.6596746
Lake Forest,Verified,1,J01-9046-2,0.094019,2024-07-23,Small Fraction (<10%),Pooled or Ponded,Unknown,Partial - Significant Distance,Trash,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,Yes,NA,None,33.6544559,-117.6596746
Lake Forest,Verified,1,J01-9046-2,0.094019,2023-12-18,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,Yes,NA,Overgrown,33.6544559,-117.6596746
Lake Forest,Verified,2,J01-9046-2,0.094019,2023-12-19,NA,Other - See Comments,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Recent flow from storm,Sparse (<10 Items),In flow path of outfall,NA,Yes,NA,Overgrown,33.6544559,-117.6596746
Orange Co,Verified,1,L01-760-2,0.075477,2024-06-06,NA,Flowing,Yes,Undetermined,Surfactants,Priority,45,2048,0.047071,0.028,20% Or More Above Average Discharge,Not present,Not present,Strong smell of sulfur. Shiny swirled surfactant on water surface. Dead crow outside of outfall (removed by OC Vector Control while at site).,Sparse (<10 Items),In flow path of outfall,NA,NA,1,None,33.56826145,-117.5876142
Orange Co,Verified,1,L01-760-2,0.075477,2024-07-31,NA,Flowing,Yes,Undetermined,NA,Priority,45,2020,0.096,0.018,20% Or More Above Average Discharge,Not present,Odor,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,1,None,33.56826145,-117.5876142
Dana Point,Verified,1,L01-726-2,0,2024-08-27,NA,Pooled or Ponded,Unknown,None - Flow Infiltrates or Outfall is Dry,Trash,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.474866660000004,-117.67950352
Dana Point,Verified,1,L01-726-2,0,2024-06-10,Small Fraction (<10%),Other - See Comments,Unknown,Direct Connection,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Site observed to have recent and constant flow but algae accumulation made it impossible to determine actual flow status.,Not Present (0 Items),NA,NA,NA,NA,None,33.474866660000004,-117.67950352
Lake Forest,Verified,1,J01-10004-1 (J01P01),0.299355,2024-07-23,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,None,Priority,85,2310,0.137343,NA,Below Average Discharge,"Brown ""tea"" tint",Chocolate milk,NA,Moderate (11-50 Items),Within area surrounding outfall,Yes,NA,NA,None,33.6334064,-117.6768884
Lake Forest,Verified,1,J01-10004-1 (J01P01),0.299355,2024-03-04,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,NA,Priority,85,NA,0.1975,0.141,Below Average Discharge,Clear,Not present,NA,Abundant (>50 Items),In flow path of outfall,Yes,NA,NA,None,33.6334064,-117.6768884
Lake Forest,Verified,1,J01-10004-1 (J01P01),0.299355,2024-05-15,Small Fraction (<10%),Flowing,Yes,Direct Connection,NA,Priority,85,2150,0.16,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,Yes,NA,NA,NA,33.6334064,-117.6768884
Dana Point,Verified,1,L01-726-5,0.035118,2024-06-12,Small Fraction (<10%),Flowing,Yes,Direct Connection,NA,Priority,29,3953,0.164018,0.026,20% Or More Above Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,Yes,NA,NA,NA,33.4758191,-117.67930759
Dana Point,Verified,1,L01-726-5,0.035118,2024-08-06,Small Fraction (<10%),Flowing,Yes,Direct Connection,NA,Priority,29,5625,0.16,0,20% Or More Above Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,Yes,NA,NA,NA,33.4758191,-117.67930759
San Clemente,Verified,1,M02-032-1,0.249153,2024-08-14,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,NA,Priority,70,2405,0.372171,0.094,20% Or More Above Average Discharge,Not present,Not present,NA,Abundant (>50 Items),In flow path of outfall,Yes,NA,NA,Graffiti,33.45754256,-117.60081967
San Clemente,Verified,1,M02-032-1,0.249153,2024-05-22,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,None,Priority,70,2263,0.127373,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),Within area surrounding outfall,Yes,NA,NA,Graffiti,33.45754256,-117.60081967
San Clemente,Verified,1,M02-032-1,0.249153,2024-06-26,Major Fraction (>50%),Flowing,Yes,Direct Connection,None,Priority,70,3122,0.302222,0.101,20% Or More Above Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),In flow path of outfall,Yes,NA,NA,Graffiti,33.45754256,-117.60081967
Dana Point,Verified,1,L01-728-3 (L01S02),0.415035,2024-09-03,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Not A Priority,NA,8180,0.25872,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,1,Graffiti,33.46551766,-117.68212927
Dana Point,Verified,1,L01-728-3 (L01S02),0.415035,2024-06-27,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Not A Priority,NA,9447,0.321179,NA,Below Average Discharge,"Brown ""tea"" tint",Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,1,Graffiti,33.46551766,-117.68212927
San Juan Capistrano,Verified,1,L01-766-7,8.05e-4,2024-07-25,NA,Flowing,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,656,2.63e-4,NA,Below Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.49229156,-117.66317093
San Juan Capistrano,Verified,1,L01-766-7,8.05e-4,2024-06-10,Small Fraction (<10%),Other - See Comments,Unknown,Direct Connection,None,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Trickle flow. Unable to take leaf float since it is such a small amount of water.,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.49229156,-117.66317093
Dana Point,Verified,1,DP01-12022-1,0.046151,2024-09-03,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,NA,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Dirt build up blocking outfall. Some water coming out but unable to be certain.,Not Present (0 Items),NA,NA,NA,NA,Other - See Comments,33.46408018,-117.71477795
Laguna Woods,Verified,1,I01-11343-1,0,2024-07-23,NA,Pooled or Ponded,Yes,Direct Connection,None,Not A Priority,NA,NA,NA,NA,Equal,"Brown ""tea"" tint",Not present,NA,Sparse (<10 Items),In flow path of outfall,Yes,NA,NA,None,33.61120048,-117.75522624
Laguna Woods,Verified,1,I01-11343-1,0,2024-05-15,Small Fraction (<10%),Flowing,Yes,Direct Connection,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,"Brown ""tea"" tint",NA,Not Present (0 Items),NA,Yes,NA,NA,None,33.61120048,-117.75522624
San Clemente,Verified,1,M02-013-1,NA,2024-05-22,NA,NA,Yes,NA,NA,Not A Priority,NA,NA,NA,NA,NA,Not present,Not present,Inaccessible due to overgrown vegetation,NA,NA,NA,NA,NA,NA,33.47448179,-117.59755876
San Clemente,Verified,1,M02-013-1,NA,2024-08-07,NA,Pooled or Ponded,Yes,Unsafe to Access,NA,Not A Priority,NA,NA,NA,NA,NA,Not present,Floating trash,NA,Abundant (>50 Items),In flow path of outfall,NA,NA,NA,None,33.47448179,-117.59755876
San Clemente,Verified,1,M02-013-1,NA,2024-09-05,NA,Pooled or Ponded,Yes,Undetermined,NA,Not A Priority,NA,NA,NA,NA,NA,Not present,Not present,Runoff on curb in Corte El Brazo. Sound of flowing water from outfall,Abundant (>50 Items),In flow path of outfall,NA,NA,NA,NA,33.47448179,-117.59755876
Laguna Niguel,Verified,1,K01-12036-10,0.016851,2024-05-17,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,22,2314,0.012705,NA,Below Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.51221236,-117.71673591
Laguna Niguel,Verified,1,K01-12036-10,0.016851,2024-08-14,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,22,1717,0.005106,0.001,Below Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.51221236,-117.71673591
Laguna Beach,Verified,1,I01-11010-1,0.043362,2024-08-08,NA,Flowing,Yes,Direct Connection,NA,Priority,57,10154,0.009,0.005,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,Yes,NA,NA,NA,33.54415971,-117.78339986
Laguna Beach,Verified,1,I01-11010-1,0.043362,2024-06-18,NA,NA,Yes,NA,None,Priority,57,7930,0.063333,0.009,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,Yes,NA,NA,None,33.54415971,-117.78339986
Rancho Santa Margarita,Verified,1,L01-218-3,NA,2024-08-27,Small Fraction (<10%),Pooled or Ponded,Yes,Direct Connection,None,Not A Priority,NA,NA,NA,NA,NA,Green tint,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.63827636,-117.56726984
Rancho Santa Margarita,Verified,1,L01-218-3,NA,2024-05-23,NA,Pooled or Ponded,Yes,NA,None,Not A Priority,NA,NA,NA,NA,NA,Not present,Not present,NA,NA,NA,NA,NA,NA,None,33.63827636,-117.56726984
Laguna Beach,Verified,1,LC05-11017-1,0,2024-08-12,Small Fraction (<10%),Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,NA,33.51296016,-117.7553263
Laguna Beach,Verified,1,LC05-11017-1,0,2024-07-02,Small Fraction (<10%),Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,NA,33.51296016,-117.7553263
San Clemente,Verified,1,SC07-079-4,0.027984,2024-08-07,NA,Pooled or Ponded,Yes,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,NA,33.42505168,-117.62610669
San Clemente,Verified,1,SC07-079-4,0.027984,2024-05-29,NA,Flowing,Yes,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,6144,0.013559,NA,Below Average Discharge,Not present,Not present,Flow infiltrates before reaching RW,Not Present (0 Items),NA,NA,NA,NA,None,33.42505168,-117.62610669
Dana Point,Verified,1,L01-728-5 (L01-DP),0.016801,2024-08-06,NA,Flowing,Yes,None - Flow Infiltrates or Outfall is Dry,NA,Priority,22,2634,0.0025,0.001,Below Average Discharge,Not present,Not present,Abundant feathers inside outfall,Not Present (0 Items),NA,Yes,NA,NA,NA,33.46821933,-117.68221131
Dana Point,Verified,1,L01-728-5 (L01-DP),0.016801,2024-06-12,NA,Flowing,Yes,None - Flow Infiltrates or Outfall is Dry,NA,Priority,22,2016,0.004364,0.002,Below Average Discharge,Surface scum,Not present,NA,NA,NA,Yes,NA,NA,NA,33.46821933,-117.68221131
Dana Point,Verified,2,L01-728-5 (L01-DP),0.016801,2023-12-20,NA,Flowing,Yes,None - Flow Infiltrates or Outfall is Dry,NA,Priority,22,898,0.008151,NA,Below Average Discharge,Surface scum,Not present,Bacti collected,Moderate (11-50 Items),Within area surrounding outfall,Yes,NA,NA,NA,33.46821933,-117.68221131
Dana Point,Verified,2,L01-728-5 (L01-DP),0.016801,2023-12-21,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,22,1492,0.165,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,Yes,NA,NA,None,33.46821933,-117.68221131
Dana Point,Verified,1,L01-728-5 (L01-DP),0.016801,2024-06-27,Small Fraction (<10%),Flowing,Yes,None - Flow Infiltrates or Outfall is Dry,None,Priority,22,2735,0.011249,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,Yes,NA,NA,None,33.46821933,-117.68221131
Laguna Niguel,Verified,1,L03-418-3,7.22e-4,2024-05-15,Small Fraction (<10%),Pooled or Ponded,Unknown,Direct Connection,None,Not A Priority,NA,0,NA,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.55476269,-117.67594902
Laguna Niguel,Verified,1,L03-418-3,7.22e-4,2024-07-15,NA,Pooled or Ponded,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.55476269,-117.67594902
Laguna Niguel,Verified,1,L03-708-13,0.059417,2024-07-15,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,37,1479,0.139175,0.019,20% Or More Above Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,None,33.56460646,-117.67378819
Laguna Niguel,Verified,1,L03-708-13,0.059417,2024-05-13,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,37,2014,0.024165,0.004,20% Or More Above Average Discharge,Not present,Not present,Mouse poop in outfall tunnel.,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Graffiti,33.56460646,-117.67378819
Dana Point,Verified,1,K01-12159-3,0.023731,2024-06-12,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,43,4828,0.035398,0.046,20% Or More Above Average Discharge,Not present,Not present,Yellow tinted water,Sparse (<10 Items),In flow path of outfall,Yes,NA,NA,None,33.482589,-117.720386
Dana Point,Verified,1,K01-12159-3,0.023731,2024-08-06,Major Fraction (>50%),Flowing,Yes,Direct Connection,None,Priority,43,6764,0.032234,0.019,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,Yes,NA,NA,Graffiti,33.482589,-117.720386
Orange Co,Verified,1,L01-404-2,0.073474,2024-07-30,NA,Flowing,Yes,NA,None,NA,NA,NA,0.3,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.56344627,-117.58551065
Orange Co,Verified,1,L01-404-2,0.073474,2024-05-21,NA,Flowing,Yes,Undetermined,None,NA,NA,2172,0.0024,0.018,20% Or More Above Average Discharge,Not present,Clear,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.56344627,-117.58551065
San Clemente,Verified,1,M02-085-2,0.260895,2024-05-22,NA,Flowing,Yes,Undetermined,None,Priority,33,1972,0.292941,NA,20% Or More Above Average Discharge,Not present,Clear,NA,Moderate (11-50 Items),In flow path of outfall,Yes,NA,NA,NA,33.45803906,-117.59423798
San Clemente,Verified,1,M02-085-2,0.260895,2024-06-26,NA,Flowing,Yes,Undetermined,NA,Priority,33,2431,0.0672,0.053,20% Or More Above Average Discharge,Not present,Not present,Mud with white slime in outfall,Sparse (<10 Items),In flow path of outfall,Yes,NA,NA,NA,33.45803906,-117.59423798
San Clemente,Verified,1,M02-085-2,0.260895,2024-08-14,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,33,2126,0.374786,0.038,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,Yes,NA,NA,None,33.45803906,-117.59423798
Laguna Niguel,Verified,1,J03-9368-2 (J03TBN2),0.04806,2024-03-08,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,NA,Priority,49,NA,0.055588,0.019,20% Or More Above Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.54010288,-117.69537062
Laguna Niguel,Verified,1,J03-9368-2 (J03TBN2),0.04806,2024-05-15,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,49,5950,0.077961,0.006,20% Or More Above Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,Graffiti,33.54010288,-117.69537062
Laguna Niguel,Verified,1,J03-9368-2 (J03TBN2),0.04806,2024-07-17,Major Fraction (>50%),Flowing,Yes,Direct Connection,None,Priority,49,5110,0.414947,0.072,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.54010288,-117.69537062
Laguna Woods,Verified,2,J01-9273-1,0.002304,2023-12-21,NA,Flowing,Yes,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,5176,0.003,NA,20% Or More Above Average Discharge,Not present,Clear,NA,Sparse (<10 Items),In flow path of outfall,Yes,NA,NA,None,33.59988687,-117.70735338
Laguna Woods,Verified,2,J01-9273-1,0.002304,2023-12-20,NA,Flowing,Yes,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,5273,0.008727,0.002,20% Or More Above Average Discharge,Not present,Odor,NA,Sparse (<10 Items),Within area surrounding outfall,Yes,NA,NA,NA,33.59988687,-117.70735338
Laguna Woods,Verified,1,J01-9273-1,0.002304,2024-07-23,Small Fraction (<10%),Pooled or Ponded,Yes,Direct Connection,None,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,"Brown ""tea"" tint",Not present,NA,Not Present (0 Items),NA,Yes,NA,NA,None,33.59988687,-117.70735338
Laguna Woods,Verified,1,J01-9273-1,0.002304,2024-05-15,Small Fraction (<10%),Pooled or Ponded,Yes,Partial - Significant Distance,None,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Green tint,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,Yes,NA,NA,Sediment,33.59988687,-117.70735338
Laguna Woods,Verified,1,J01-9273-1,0.002304,2024-04-02,NA,Pooled or Ponded,Yes,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,4050,NA,NA,20% Or More Above Average Discharge,Not present,Not present,Ponded once again from overgrown vegetation and sediment buildup downstream.,Sparse (<10 Items),In flow path of outfall,Yes,NA,NA,NA,33.59988687,-117.70735338
Laguna Woods,Verified,1,J01-9273-1,0.002304,2024-03-05,Small Fraction (<10%),Pooled or Ponded,Yes,Partial - Significant Distance,None,Not A Priority,NA,5003,NA,NA,20% Or More Above Average Discharge,Not present,Not present,Flow is ponded to be above the sensor,Sparse (<10 Items),Within area surrounding outfall,Yes,NA,NA,None,33.59988687,-117.70735338
Laguna Woods,Verified,1,J01-9273-1,0.002304,2023-12-18,Small Fraction (<10%),Flowing,Yes,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,6040,4.5e-4,0.002,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,Yes,NA,NA,None,33.59988687,-117.70735338
San Juan Capistrano,Verified,1,L01-724-4 (L01P03),0.16548,2024-06-25,Small Fraction (<10%),Flowing,Yes,Direct Connection,NA,Priority,40,3793,0.08,0.057,Below Average Discharge,Not present,Not present,Poop in outfall,Moderate (11-50 Items),In flow path of outfall,Yes,Yes,NA,NA,33.48469927,-117.67534595
San Juan Capistrano,Verified,2,L01-724-4 (L01P03),0.16548,2024-02-21,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,40,3137,0.8,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,Yes,Yes,NA,Graffiti,33.48469927,-117.67534595
San Juan Capistrano,Verified,1,L01-724-4 (L01P03),0.16548,2024-08-15,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,40,1950,0.15,0.074,Below Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),In flow path of outfall,Yes,Yes,NA,Graffiti,33.48469927,-117.67534595
